id,full_name,root_name,meta_suffix
3716,VSR|RequiresAmmo,VSR,RequiresAmmo
3717,DMR,DMR,
3718,DMR|RequiresAmmo,DMR,RequiresAmmo
3719,Minigun,Minigun,
3720,Minigun|RequiresAmmo,Minigun,RequiresAmmo
3721,FMR,FMR,
3722,FMR|RequiresAmmo,FMR,RequiresAmmo
3723,SKAR,SKAR,
3724,SKAR|RequiresAmmo,SKAR,RequiresAmmo
3725,Block-19,Block-19,
3726,Block-19|RequiresAmmo,Block-19,RequiresAmmo
3727,Mini Izu,Mini Izu,
3728,Mini Izu|RequiresAmmo,Mini Izu,RequiresAmmo
3729,GPMG,GPMG,
3730,GPMG|RequiresAmmo,GPMG,RequiresAmmo
3731,Gold Coin,Gold Coin,
3732,Updraft,Updraft,
3733,Snowdash,Snowdash,
3734,Floor Creator,Floor Creator,
3735,Moonstone Remote Explosive,Moonstone Remote Explosive,
3736,Moonstone Remote,Moonstone Remote,
3737,Ice Bridge,Ice Bridge,
3738,Yellow Balloon,Yellow Balloon,
3739,White Balloon,White Balloon,
3740,Red Balloon,Red Balloon,
3741,Purple Balloon,Purple Balloon,
3742,Pink Balloon,Pink Balloon,
3743,Orange Balloon,Orange Balloon,
3744,Magenta Balloon,Magenta Balloon,
3745,Lime Balloon,Lime Balloon,
3746,Light Gray Balloon,Light Gray Balloon,
3747,Light Blue Balloon,Light Blue Balloon,
3748,Green Balloon,Green Balloon,
3749,Gray Balloon,Gray Balloon,
3750,Cyan Balloon,Cyan Balloon,
3751,Brown Balloon,Brown Balloon,
3752,Blue Balloon,Blue Balloon,
3753,Black Balloon,Black Balloon,
3754,INTERNAL_MESH_Yellow Balloon,INTERNAL_MESH_Yellow Balloon,
3755,INTERNAL_MESH_White Balloon,INTERNAL_MESH_White Balloon,
3756,INTERNAL_MESH_Red Balloon,INTERNAL_MESH_Red Balloon,
3757,INTERNAL_MESH_Purple Balloon,INTERNAL_MESH_Purple Balloon,
3758,INTERNAL_MESH_Pink Balloon,INTERNAL_MESH_Pink Balloon,
3759,INTERNAL_MESH_Orange Balloon,INTERNAL_MESH_Orange Balloon,
3760,INTERNAL_MESH_Magenta Balloon,INTERNAL_MESH_Magenta Balloon,
3761,INTERNAL_MESH_Lime Balloon,INTERNAL_MESH_Lime Balloon,
3762,INTERNAL_MESH_Light Gray Balloon,INTERNAL_MESH_Light Gray Balloon,
3763,INTERNAL_MESH_Light Blue Balloon,INTERNAL_MESH_Light Blue Balloon,
3764,INTERNAL_MESH_Green Balloon,INTERNAL_MESH_Green Balloon,
3765,INTERNAL_MESH_Gray Balloon,INTERNAL_MESH_Gray Balloon,
3766,INTERNAL_MESH_Cyan Balloon,INTERNAL_MESH_Cyan Balloon,
3767,INTERNAL_MESH_Brown Balloon,INTERNAL_MESH_Brown Balloon,
3768,INTERNAL_MESH_Blue Balloon,INTERNAL_MESH_Blue Balloon,
3769,INTERNAL_MESH_Black Balloon,INTERNAL_MESH_Black Balloon,
3770,Yellow Popup Tower,Yellow Popup Tower,
3771,White Popup Tower,White Popup Tower,
3772,Red Popup Tower,Red Popup Tower,
3773,Purple Popup Tower,Purple Popup Tower,
3774,Pink Popup Tower,Pink Popup Tower,
3775,Orange Popup Tower,Orange Popup Tower,
3776,Magenta Popup Tower,Magenta Popup Tower,
3777,Lime Popup Tower,Lime Popup Tower,
3778,Light Gray Popup Tower,Light Gray Popup Tower,
3779,Light Blue Popup Tower,Light Blue Popup Tower,
3780,Green Popup Tower,Green Popup Tower,
3781,Gray Popup Tower,Gray Popup Tower,
3782,Cyan Popup Tower,Cyan Popup Tower,
3783,Brown Popup Tower,Brown Popup Tower,
3784,Blue Popup Tower,Blue Popup Tower,
3785,Black Popup Tower,Black Popup Tower,
3786,Yellow Paintball Gun,Yellow Paintball Gun,
3787,White Paintball Gun,White Paintball Gun,
3788,Red Paintball Gun,Red Paintball Gun,
3789,Purple Paintball Gun,Purple Paintball Gun,
3790,Pink Paintball Gun,Pink Paintball Gun,
3791,Orange Paintball Gun,Orange Paintball Gun,
3792,Magenta Paintball Gun,Magenta Paintball Gun,
3793,Lime Paintball Gun,Lime Paintball Gun,
3794,Light Gray Paintball Gun,Light Gray Paintball Gun,
3795,Light Blue Paintball Gun,Light Blue Paintball Gun,
3796,Green Paintball Gun,Green Paintball Gun,
3797,Gray Paintball Gun,Gray Paintball Gun,
3798,Cyan Paintball Gun,Cyan Paintball Gun,
3799,Brown Paintball Gun,Brown Paintball Gun,
3800,Blue Paintball Gun,Blue Paintball Gun,
3801,Black Paintball Gun,Black Paintball Gun,
3802,Yellow Paintball,Yellow Paintball,
3803,White Paintball,White Paintball,
3804,Red Paintball,Red Paintball,
3805,Purple Paintball,Purple Paintball,
3806,Pink Paintball,Pink Paintball,
3807,Orange Paintball,Orange Paintball,
3808,Magenta Paintball,Magenta Paintball,
3809,Lime Paintball,Lime Paintball,
3810,Light Gray Paintball,Light Gray Paintball,
3811,Light Blue Paintball,Light Blue Paintball,
3812,Green Paintball,Green Paintball,
3813,Gray Paintball,Gray Paintball,
3814,Cyan Paintball,Cyan Paintball,
3815,Brown Paintball,Brown Paintball,
3816,Blue Paintball,Blue Paintball,
3817,Black Paintball,Black Paintball,
3818,Yellow Heavy Paintball Gun,Yellow Heavy Paintball Gun,
3819,White Heavy Paintball Gun,White Heavy Paintball Gun,
3820,Red Heavy Paintball Gun,Red Heavy Paintball Gun,
3821,Purple Heavy Paintball Gun,Purple Heavy Paintball Gun,
3822,Pink Heavy Paintball Gun,Pink Heavy Paintball Gun,
3823,Orange Heavy Paintball Gun,Orange Heavy Paintball Gun,
3824,Magenta Heavy Paintball Gun,Magenta Heavy Paintball Gun,
3825,Lime Heavy Paintball Gun,Lime Heavy Paintball Gun,
3826,Light Gray Heavy Paintball Gun,Light Gray Heavy Paintball Gun,
3827,Light Blue Heavy Paintball Gun,Light Blue Heavy Paintball Gun,
3828,Green Heavy Paintball Gun,Green Heavy Paintball Gun,
3829,Gray Heavy Paintball Gun,Gray Heavy Paintball Gun,
3830,Cyan Heavy Paintball Gun,Cyan Heavy Paintball Gun,
3831,Brown Heavy Paintball Gun,Brown Heavy Paintball Gun,
3832,Blue Heavy Paintball Gun,Blue Heavy Paintball Gun,
3833,Black Heavy Paintball Gun,Black Heavy Paintball Gun,
3834,Yellow Paintball Explosive Item,Yellow Paintball Explosive Item,
3835,White Paintball Explosive Item,White Paintball Explosive Item,
3836,Red Paintball Explosive Item,Red Paintball Explosive Item,
3837,Purple Paintball Explosive Item,Purple Paintball Explosive Item,
3838,Pink Paintball Explosive Item,Pink Paintball Explosive Item,
3839,Orange Paintball Explosive Item,Orange Paintball Explosive Item,
3840,Magenta Paintball Explosive Item,Magenta Paintball Explosive Item,
3841,Lime Paintball Explosive Item,Lime Paintball Explosive Item,
3842,Light Gray Paintball Explosive Item,Light Gray Paintball Explosive Item,
3843,Light Blue Paintball Explosive Item,Light Blue Paintball Explosive Item,
3844,Green Paintball Explosive Item,Green Paintball Explosive Item,
3845,Gray Paintball Explosive Item,Gray Paintball Explosive Item,
3846,Cyan Paintball Explosive Item,Cyan Paintball Explosive Item,
3847,Brown Paintball Explosive Item,Brown Paintball Explosive Item,
3848,Blue Paintball Explosive Item,Blue Paintball Explosive Item,
3849,Black Paintball Explosive Item,Black Paintball Explosive Item,
3850,Yellow Sticky Paintball Explosive Item,Yellow Sticky Paintball Explosive Item,
3851,White Sticky Paintball Explosive Item,White Sticky Paintball Explosive Item,
3852,Red Sticky Paintball Explosive Item,Red Sticky Paintball Explosive Item,
3853,Purple Sticky Paintball Explosive Item,Purple Sticky Paintball Explosive Item,
3854,Pink Sticky Paintball Explosive Item,Pink Sticky Paintball Explosive Item,
3855,Orange Sticky Paintball Explosive Item,Orange Sticky Paintball Explosive Item,
3856,Magenta Sticky Paintball Explosive Item,Magenta Sticky Paintball Explosive Item,
3857,Lime Sticky Paintball Explosive Item,Lime Sticky Paintball Explosive Item,
3858,Light Gray Sticky Paintball Explosive Item,Light Gray Sticky Paintball Explosive Item,
3859,Light Blue Sticky Paintball Explosive Item,Light Blue Sticky Paintball Explosive Item,
3860,Green Sticky Paintball Explosive Item,Green Sticky Paintball Explosive Item,
3861,Gray Sticky Paintball Explosive Item,Gray Sticky Paintball Explosive Item,
3862,Cyan Sticky Paintball Explosive Item,Cyan Sticky Paintball Explosive Item,
3863,Brown Sticky Paintball Explosive Item,Brown Sticky Paintball Explosive Item,
3864,Blue Sticky Paintball Explosive Item,Blue Sticky Paintball Explosive Item,
3865,Black Sticky Paintball Explosive Item,Black Sticky Paintball Explosive Item,
3866,Yellow Seeking Paintball Explosive Item,Yellow Seeking Paintball Explosive Item,
3867,White Seeking Paintball Explosive Item,White Seeking Paintball Explosive Item,
3868,Red Seeking Paintball Explosive Item,Red Seeking Paintball Explosive Item,
3869,Purple Seeking Paintball Explosive Item,Purple Seeking Paintball Explosive Item,
3870,Pink Seeking Paintball Explosive Item,Pink Seeking Paintball Explosive Item,
3871,Orange Seeking Paintball Explosive Item,Orange Seeking Paintball Explosive Item,
3872,Magenta Seeking Paintball Explosive Item,Magenta Seeking Paintball Explosive Item,
3873,Lime Seeking Paintball Explosive Item,Lime Seeking Paintball Explosive Item,
3874,Light Gray Seeking Paintball Explosive Item,Light Gray Seeking Paintball Explosive Item,
3875,Light Blue Seeking Paintball Explosive Item,Light Blue Seeking Paintball Explosive Item,
3876,Green Seeking Paintball Explosive Item,Green Seeking Paintball Explosive Item,
3877,Gray Seeking Paintball Explosive Item,Gray Seeking Paintball Explosive Item,
3878,Cyan Seeking Paintball Explosive Item,Cyan Seeking Paintball Explosive Item,
3879,Brown Seeking Paintball Explosive Item,Brown Seeking Paintball Explosive Item,
3880,Blue Seeking Paintball Explosive Item,Blue Seeking Paintball Explosive Item,
3881,Black Seeking Paintball Explosive Item,Black Seeking Paintball Explosive Item,
3882,Yellow Quick Paintball Explosive Item,Yellow Quick Paintball Explosive Item,
3883,White Quick Paintball Explosive Item,White Quick Paintball Explosive Item,
3884,Red Quick Paintball Explosive Item,Red Quick Paintball Explosive Item,
3885,Purple Quick Paintball Explosive Item,Purple Quick Paintball Explosive Item,
3886,Pink Quick Paintball Explosive Item,Pink Quick Paintball Explosive Item,
3887,Orange Quick Paintball Explosive Item,Orange Quick Paintball Explosive Item,
3888,Magenta Quick Paintball Explosive Item,Magenta Quick Paintball Explosive Item,
3889,Lime Quick Paintball Explosive Item,Lime Quick Paintball Explosive Item,
3890,Light Gray Quick Paintball Explosive Item,Light Gray Quick Paintball Explosive Item,
3891,Light Blue Quick Paintball Explosive Item,Light Blue Quick Paintball Explosive Item,
3892,Green Quick Paintball Explosive Item,Green Quick Paintball Explosive Item,
3893,Gray Quick Paintball Explosive Item,Gray Quick Paintball Explosive Item,
3894,Cyan Quick Paintball Explosive Item,Cyan Quick Paintball Explosive Item,
3895,Brown Quick Paintball Explosive Item,Brown Quick Paintball Explosive Item,
3896,Blue Quick Paintball Explosive Item,Blue Quick Paintball Explosive Item,
3897,Black Quick Paintball Explosive Item,Black Quick Paintball Explosive Item,
3898,Yellow Paint Bow,Yellow Paint Bow,
3899,Yellow Paint Bow|meta|charging2,Yellow Paint Bow,meta|charging2
3900,Yellow Paint Bow|meta|charging3,Yellow Paint Bow,meta|charging3
3901,Yellow Paint Bow|meta|charging4,Yellow Paint Bow,meta|charging4
3902,White Paint Bow,White Paint Bow,
3903,White Paint Bow|meta|charging2,White Paint Bow,meta|charging2
3904,White Paint Bow|meta|charging3,White Paint Bow,meta|charging3
3905,White Paint Bow|meta|charging4,White Paint Bow,meta|charging4
3906,Red Paint Bow,Red Paint Bow,
3907,Red Paint Bow|meta|charging2,Red Paint Bow,meta|charging2
3908,Red Paint Bow|meta|charging3,Red Paint Bow,meta|charging3
3909,Red Paint Bow|meta|charging4,Red Paint Bow,meta|charging4
3910,Purple Paint Bow,Purple Paint Bow,
3911,Purple Paint Bow|meta|charging2,Purple Paint Bow,meta|charging2
3912,Purple Paint Bow|meta|charging3,Purple Paint Bow,meta|charging3
3913,Purple Paint Bow|meta|charging4,Purple Paint Bow,meta|charging4
3914,Pink Paint Bow,Pink Paint Bow,
3915,Pink Paint Bow|meta|charging2,Pink Paint Bow,meta|charging2
3916,Pink Paint Bow|meta|charging3,Pink Paint Bow,meta|charging3
3917,Pink Paint Bow|meta|charging4,Pink Paint Bow,meta|charging4
3918,Orange Paint Bow,Orange Paint Bow,
3919,Orange Paint Bow|meta|charging2,Orange Paint Bow,meta|charging2
3920,Orange Paint Bow|meta|charging3,Orange Paint Bow,meta|charging3
3921,Orange Paint Bow|meta|charging4,Orange Paint Bow,meta|charging4
3922,Magenta Paint Bow,Magenta Paint Bow,
3923,Magenta Paint Bow|meta|charging2,Magenta Paint Bow,meta|charging2
3924,Magenta Paint Bow|meta|charging3,Magenta Paint Bow,meta|charging3
3925,Magenta Paint Bow|meta|charging4,Magenta Paint Bow,meta|charging4
3926,Lime Paint Bow,Lime Paint Bow,
3927,Lime Paint Bow|meta|charging2,Lime Paint Bow,meta|charging2
3928,Lime Paint Bow|meta|charging3,Lime Paint Bow,meta|charging3
3929,Lime Paint Bow|meta|charging4,Lime Paint Bow,meta|charging4
3930,Light Gray Paint Bow,Light Gray Paint Bow,
3931,Light Gray Paint Bow|meta|charging2,Light Gray Paint Bow,meta|charging2
3932,Light Gray Paint Bow|meta|charging3,Light Gray Paint Bow,meta|charging3
3933,Light Gray Paint Bow|meta|charging4,Light Gray Paint Bow,meta|charging4
3934,Light Blue Paint Bow,Light Blue Paint Bow,
3935,Light Blue Paint Bow|meta|charging2,Light Blue Paint Bow,meta|charging2
3936,Light Blue Paint Bow|meta|charging3,Light Blue Paint Bow,meta|charging3
3937,Light Blue Paint Bow|meta|charging4,Light Blue Paint Bow,meta|charging4
3938,Green Paint Bow,Green Paint Bow,
3939,Green Paint Bow|meta|charging2,Green Paint Bow,meta|charging2
3940,Green Paint Bow|meta|charging3,Green Paint Bow,meta|charging3
3941,Green Paint Bow|meta|charging4,Green Paint Bow,meta|charging4
3942,Gray Paint Bow,Gray Paint Bow,
3943,Gray Paint Bow|meta|charging2,Gray Paint Bow,meta|charging2
3944,Gray Paint Bow|meta|charging3,Gray Paint Bow,meta|charging3
3945,Gray Paint Bow|meta|charging4,Gray Paint Bow,meta|charging4
3946,Cyan Paint Bow,Cyan Paint Bow,
3947,Cyan Paint Bow|meta|charging2,Cyan Paint Bow,meta|charging2
3948,Cyan Paint Bow|meta|charging3,Cyan Paint Bow,meta|charging3
3949,Cyan Paint Bow|meta|charging4,Cyan Paint Bow,meta|charging4
3950,Brown Paint Bow,Brown Paint Bow,
3951,Brown Paint Bow|meta|charging2,Brown Paint Bow,meta|charging2
3952,Brown Paint Bow|meta|charging3,Brown Paint Bow,meta|charging3
3953,Brown Paint Bow|meta|charging4,Brown Paint Bow,meta|charging4
3954,Blue Paint Bow,Blue Paint Bow,
3955,Blue Paint Bow|meta|charging2,Blue Paint Bow,meta|charging2
3956,Blue Paint Bow|meta|charging3,Blue Paint Bow,meta|charging3
3957,Blue Paint Bow|meta|charging4,Blue Paint Bow,meta|charging4
3958,Black Paint Bow,Black Paint Bow,
3959,Black Paint Bow|meta|charging2,Black Paint Bow,meta|charging2
3960,Black Paint Bow|meta|charging3,Black Paint Bow,meta|charging3
3961,Black Paint Bow|meta|charging4,Black Paint Bow,meta|charging4
3962,Pig Spawn Orb,Pig Spawn Orb,
3963,Cow Spawn Orb,Cow Spawn Orb,
3964,Sheep Spawn Orb,Sheep Spawn Orb,
3965,Horse Spawn Orb,Horse Spawn Orb,
3966,Deer Spawn Orb,Deer Spawn Orb,
3967,Slime Spawn Orb,Slime Spawn Orb,
3968,Wolf Spawn Orb,Wolf Spawn Orb,
3969,Wildcat Spawn Orb,Wildcat Spawn Orb,
3970,Spirit Golem Spawn Orb,Spirit Golem Spawn Orb,
3971,Spirit Wolf Spawn Orb,Spirit Wolf Spawn Orb,
3972,Spirit Bear Spawn Orb,Spirit Bear Spawn Orb,
3973,Spirit Stag Spawn Orb,Spirit Stag Spawn Orb,
3974,Spirit Gorilla Spawn Orb,Spirit Gorilla Spawn Orb,
3975,Bear Spawn Orb,Bear Spawn Orb,
3976,Stag Spawn Orb,Stag Spawn Orb,
3977,Gold Watermelon Stag Spawn Orb,Gold Watermelon Stag Spawn Orb,
3978,Gorilla Spawn Orb,Gorilla Spawn Orb,
3979,Cave Golem Spawn Orb,Cave Golem Spawn Orb,
3980,Draugr Zombie Spawn Orb,Draugr Zombie Spawn Orb,
3981,Draugr Skeleton Spawn Orb,Draugr Skeleton Spawn Orb,
3982,Frost Golem Spawn Orb,Frost Golem Spawn Orb,
3983,Frost Zombie Spawn Orb,Frost Zombie Spawn Orb,
3984,Frost Skeleton Spawn Orb,Frost Skeleton Spawn Orb,
3985,Draugr Knight Spawn Orb,Draugr Knight Spawn Orb,
3986,Draugr Huntress Spawn Orb,Draugr Huntress Spawn Orb,
3987,Magma Golem Spawn Orb,Magma Golem Spawn Orb,
3988,Draugr Warper Spawn Orb,Draugr Warper Spawn Orb,
3989,Frost Wraith Spawn Orb,Frost Wraith Spawn Orb,
3990,Draugr Reaver Spawn Orb,Draugr Reaver Spawn Orb,
3991,Stalker Spawn Orb,Stalker Spawn Orb,
3992,Crone Spawn Orb,Crone Spawn Orb,
3993,Iron Guardian Spawn Orb,Iron Guardian Spawn Orb,
3994,Gold Guardian Spawn Orb,Gold Guardian Spawn Orb,
3995,Diamond Guardian Spawn Orb,Diamond Guardian Spawn Orb,
3996,Moonstone Guardian Spawn Orb,Moonstone Guardian Spawn Orb,
3997,Mob Catcher,Mob Catcher,
3998,Caught Mob Pig Default,Caught Mob Pig Default,
3999,Caught Mob Cow Default,Caught Mob Cow Default,
4000,Caught Mob Cow Cream,Caught Mob Cow Cream,
4001,Caught Mob Sheep Default,Caught Mob Sheep Default,
4002,Caught Mob Sheep Black,Caught Mob Sheep Black,
4003,Caught Mob Sheep Red,Caught Mob Sheep Red,
4004,Caught Mob Sheep Orange,Caught Mob Sheep Orange,
4005,Caught Mob Sheep Pink,Caught Mob Sheep Pink,
4006,Caught Mob Sheep Purple,Caught Mob Sheep Purple,
4007,Caught Mob Sheep Yellow,Caught Mob Sheep Yellow,
4008,Caught Mob Sheep Blue,Caught Mob Sheep Blue,
4009,Caught Mob Sheep Brown,Caught Mob Sheep Brown,
4010,Caught Mob Sheep Cyan,Caught Mob Sheep Cyan,
4011,Caught Mob Sheep Gray,Caught Mob Sheep Gray,
4012,Caught Mob Sheep Green,Caught Mob Sheep Green,
4013,Caught Mob Sheep Lightblue,Caught Mob Sheep Lightblue,
4014,Caught Mob Sheep Lightgray,Caught Mob Sheep Lightgray,
4015,Caught Mob Sheep Lime,Caught Mob Sheep Lime,
4016,Caught Mob Sheep Magenta,Caught Mob Sheep Magenta,
4017,Caught Mob Horse Default,Caught Mob Horse Default,
4018,Caught Mob Horse Black,Caught Mob Horse Black,
4019,Caught Mob Horse Brown,Caught Mob Horse Brown,
4020,Caught Mob Horse Cream,Caught Mob Horse Cream,
4021,Caught Mob Deer Default,Caught Mob Deer Default,
4022,Caught Mob Slime Default,Caught Mob Slime Default,
4023,Caught Mob Wolf Default,Caught Mob Wolf Default,
4024,Caught Mob Wolf White,Caught Mob Wolf White,
4025,Caught Mob Wolf Brown,Caught Mob Wolf Brown,
4026,Caught Mob Wolf Grey,Caught Mob Wolf Grey,
4027,Caught Mob Wolf Spectral,Caught Mob Wolf Spectral,
4028,Caught Mob Wildcat Default,Caught Mob Wildcat Default,
4029,Caught Mob Wildcat Tabby,Caught Mob Wildcat Tabby,
4030,Caught Mob Wildcat Grey,Caught Mob Wildcat Grey,
4031,Caught Mob Wildcat Black,Caught Mob Wildcat Black,
4032,Caught Mob Wildcat Calico,Caught Mob Wildcat Calico,
4033,Caught Mob Wildcat Siamese,Caught Mob Wildcat Siamese,
4034,Caught Mob Wildcat Leopard,Caught Mob Wildcat Leopard,
4035,Caught Mob Spirit_Golem Default,Caught Mob Spirit_Golem Default,
4036,Caught Mob Spirit_Wolf Default,Caught Mob Spirit_Wolf Default,
4037,Caught Mob Spirit_Bear Default,Caught Mob Spirit_Bear Default,
4038,Caught Mob Spirit_Stag Default,Caught Mob Spirit_Stag Default,
4039,Caught Mob Spirit_Gorilla Default,Caught Mob Spirit_Gorilla Default,
4040,Caught Mob Bear Default,Caught Mob Bear Default,
4041,Caught Mob Stag Default,Caught Mob Stag Default,
4042,Caught Mob Gold_Watermelon_Stag Default,Caught Mob Gold_Watermelon_Stag Default,
4043,Caught Mob Gorilla Default,Caught Mob Gorilla Default,
4044,Caught Mob Cave_Golem Default,Caught Mob Cave_Golem Default,
4045,Caught Mob Cave_Golem Iron,Caught Mob Cave_Golem Iron,
4046,Caught Mob Cave_Golem Corrupted,Caught Mob Cave_Golem Corrupted,
4047,Caught Mob Draugr_Zombie Default,Caught Mob Draugr_Zombie Default,
4048,Caught Mob Draugr_Zombie Longhairchestplate,Caught Mob Draugr_Zombie Longhairchestplate,
4049,Caught Mob Draugr_Zombie Longhairclothed,Caught Mob Draugr_Zombie Longhairclothed,
4050,Caught Mob Draugr_Zombie Shorthairclothed,Caught Mob Draugr_Zombie Shorthairclothed,
4051,Caught Mob Draugr_Zombie Flower,Caught Mob Draugr_Zombie Flower,
4052,Caught Mob Draugr_Zombie Flower2,Caught Mob Draugr_Zombie Flower2,
4053,Caught Mob Draugr_Zombie Mushroom,Caught Mob Draugr_Zombie Mushroom,
4054,Caught Mob Draugr_Zombie Vine,Caught Mob Draugr_Zombie Vine,
4055,Caught Mob Draugr_Zombie Vine2,Caught Mob Draugr_Zombie Vine2,
4056,Caught Mob Draugr_Zombie Corrupted,Caught Mob Draugr_Zombie Corrupted,
4057,Caught Mob Draugr_Zombie Corrupted2,Caught Mob Draugr_Zombie Corrupted2,
4058,Caught Mob Draugr_Skeleton Default,Caught Mob Draugr_Skeleton Default,
4059,Caught Mob Frost_Golem Default,Caught Mob Frost_Golem Default,
4060,Caught Mob Frost_Zombie Default,Caught Mob Frost_Zombie Default,
4061,Caught Mob Frost_Zombie Longhairchestplate,Caught Mob Frost_Zombie Longhairchestplate,
4062,Caught Mob Frost_Zombie Shorthairclothed,Caught Mob Frost_Zombie Shorthairclothed,
4063,Caught Mob Frost_Skeleton Default,Caught Mob Frost_Skeleton Default,
4064,Caught Mob Draugr_Knight Default,Caught Mob Draugr_Knight Default,
4065,Caught Mob Draugr_Huntress Default,Caught Mob Draugr_Huntress Default,
4066,Caught Mob Draugr_Huntress Chainmail,Caught Mob Draugr_Huntress Chainmail,
4067,Caught Mob Magma_Golem Default,Caught Mob Magma_Golem Default,
4068,Caught Mob Draugr_Warper Default,Caught Mob Draugr_Warper Default,
4069,Caught Mob Frost_Wraith Default,Caught Mob Frost_Wraith Default,
4070,Caught Mob Draugr_Reaver Default,Caught Mob Draugr_Reaver Default,
4071,Caught Mob Stalker Default,Caught Mob Stalker Default,
4072,Caught Mob Stalker Crimson,Caught Mob Stalker Crimson,
4073,Caught Mob Stalker Frost,Caught Mob Stalker Frost,
