id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
4024,Caught Mob Wolf White,3d_model,high (exact),,,,,,Caught Mob Wolf White,,,resolved,,,,,,Caught Mob Wolf White
4025,Caught Mob Wolf Brown,3d_model,high (exact),,,,,,Caught Mob Wolf Brown,,,resolved,,,,,,Caught Mob Wolf Brown
4026,Caught Mob Wolf Grey,3d_model,high (exact),,,,,,Caught Mob Wolf Grey,,,resolved,,,,,,Caught Mob Wolf Grey
4027,Caught Mob Wolf Spectral,3d_model,high (exact),,,,,,Caught Mob Wolf Spectral,,,resolved,,,,,,Caught Mob Wolf Spectral
4028,Caught Mob Wildcat Default,3d_model,high (exact),,,,,,Caught Mob Wildcat Default,,,resolved,,,,,,Caught Mob Wildcat Default
4029,Caught Mob Wildcat Tabby,3d_model,high (exact),,,,,,Caught Mob Wildcat Tabby,,,resolved,,,,,,Caught Mob Wildcat Tabby
4030,Caught Mob Wildcat Grey,3d_model,high (exact),,,,,,Caught Mob Wildcat Grey,,,resolved,,,,,,Caught Mob Wildcat Grey
4031,Caught Mob Wildcat Black,3d_model,high (exact),,,,,,Caught Mob Wildcat Black,,,resolved,,,,,,Caught Mob Wildcat Black
4032,Caught Mob Wildcat Calico,3d_model,high (exact),,,,,,Caught Mob Wildcat Calico,,,resolved,,,,,,Caught Mob Wildcat Calico
4033,Caught Mob Wildcat Siamese,3d_model,high (exact),,,,,,Caught Mob Wildcat Siamese,,,resolved,,,,,,Caught Mob Wildcat Siamese
4034,Caught Mob Wildcat Leopard,3d_model,high (exact),,,,,,Caught Mob Wildcat Leopard,,,resolved,,,,,,Caught Mob Wildcat Leopard
4035,Caught Mob Spirit_Golem Default,3d_model,high (exact),,,,,,Caught Mob Spirit_Golem Default,,,resolved,,,,,,Caught Mob Spirit_Golem Default
4036,Caught Mob Spirit_Wolf Default,3d_model,high (exact),,,,,,Caught Mob Spirit_Wolf Default,,,resolved,,,,,,Caught Mob Spirit_Wolf Default
4037,Caught Mob Spirit_Bear Default,3d_model,high (exact),,,,,,Caught Mob Spirit_Bear Default,,,resolved,,,,,,Caught Mob Spirit_Bear Default
4038,Caught Mob Spirit_Stag Default,3d_model,high (exact),,,,,,Caught Mob Spirit_Stag Default,,,resolved,,,,,,Caught Mob Spirit_Stag Default
4039,Caught Mob Spirit_Gorilla Default,3d_model,high (exact),,,,,,Caught Mob Spirit_Gorilla Default,,,resolved,,,,,,Caught Mob Spirit_Gorilla Default
4040,Caught Mob Bear Default,3d_model,high (exact),,,,,,Caught Mob Bear Default,,,resolved,,,,,,Caught Mob Bear Default
4041,Caught Mob Stag Default,3d_model,high (exact),,,,,,Caught Mob Stag Default,,,resolved,,,,,,Caught Mob Stag Default
4042,Caught Mob Gold_Watermelon_Stag Default,3d_model,high (exact),,,,,,Caught Mob Gold_Watermelon_Stag Default,,,resolved,,,,,,Caught Mob Gold_Watermelon_Stag Default
4043,Caught Mob Gorilla Default,3d_model,high (exact),,,,,,Caught Mob Gorilla Default,,,resolved,,,,,,Caught Mob Gorilla Default
4044,Caught Mob Cave_Golem Default,3d_model,high (exact),,,,,,Caught Mob Cave_Golem Default,,,resolved,,,,,,Caught Mob Cave_Golem Default
4045,Caught Mob Cave_Golem Iron,3d_model,high (exact),,,,,,Caught Mob Cave_Golem Iron,,,resolved,,,,,,Caught Mob Cave_Golem Iron
4046,Caught Mob Cave_Golem Corrupted,texture,low,,,,,,,caught_cave_golem_default,caught_cave_golem_iron,special,,,,,,
4047,Caught Mob Draugr_Zombie Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Zombie Default,,,resolved,,,,,,Caught Mob Draugr_Zombie Default
4048,Caught Mob Draugr_Zombie Longhairchestplate,3d_model,high (exact),,,,,,Caught Mob Draugr_Zombie LongHairChestplate,,,resolved,,,,,,Caught Mob Draugr_Zombie LongHairChestplate
4049,Caught Mob Draugr_Zombie Longhairclothed,3d_model,high (exact),,,,,,Caught Mob Draugr_Zombie LongHairClothed,,,resolved,,,,,,Caught Mob Draugr_Zombie LongHairClothed
4050,Caught Mob Draugr_Zombie Shorthairclothed,3d_model,high (exact),,,,,,Caught Mob Draugr_Zombie ShortHairClothed,,,resolved,,,,,,Caught Mob Draugr_Zombie ShortHairClothed
4051,Caught Mob Draugr_Zombie Flower,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4052,Caught Mob Draugr_Zombie Flower2,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4053,Caught Mob Draugr_Zombie Mushroom,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4054,Caught Mob Draugr_Zombie Vine,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4055,Caught Mob Draugr_Zombie Vine2,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4056,Caught Mob Draugr_Zombie Corrupted,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4057,Caught Mob Draugr_Zombie Corrupted2,texture,low,,,,,,,caught_draugr_zombie_default,caught_draugr_zombie_longHairChestplate,special,,,,,,
4058,Caught Mob Draugr_Skeleton Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Skeleton Default,,,resolved,,,,,,Caught Mob Draugr_Skeleton Default
4059,Caught Mob Frost_Golem Default,3d_model,high (exact),,,,,,Caught Mob Frost_Golem Default,,,resolved,,,,,,Caught Mob Frost_Golem Default
4060,Caught Mob Frost_Zombie Default,3d_model,high (exact),,,,,,Caught Mob Frost_Zombie Default,,,resolved,,,,,,Caught Mob Frost_Zombie Default
4061,Caught Mob Frost_Zombie Longhairchestplate,3d_model,high (exact),,,,,,Caught Mob Frost_Zombie LongHairChestplate,,,resolved,,,,,,Caught Mob Frost_Zombie LongHairChestplate
4062,Caught Mob Frost_Zombie Shorthairclothed,3d_model,high (exact),,,,,,Caught Mob Frost_Zombie ShortHairClothed,,,resolved,,,,,,Caught Mob Frost_Zombie ShortHairClothed
4063,Caught Mob Frost_Skeleton Default,3d_model,high (exact),,,,,,Caught Mob Frost_Skeleton Default,,,resolved,,,,,,Caught Mob Frost_Skeleton Default
4064,Caught Mob Draugr_Knight Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Knight Default,,,resolved,,,,,,Caught Mob Draugr_Knight Default
4065,Caught Mob Draugr_Huntress Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Huntress Default,,,resolved,,,,,,Caught Mob Draugr_Huntress Default
4066,Caught Mob Draugr_Huntress Chainmail,texture,low,,,,,,,caught_draugr_huntress_default,Draugr Huntress_Atlas,special,,,,,,
4067,Caught Mob Magma_Golem Default,3d_model,high (exact),,,,,,Caught Mob Magma_Golem Default,,,resolved,,,,,,Caught Mob Magma_Golem Default
4068,Caught Mob Draugr_Warper Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Warper Default,,,resolved,,,,,,Caught Mob Draugr_Warper Default
4069,Caught Mob Frost_Wraith Default,3d_model,high (exact),,,,,,Caught Mob Frost_Wraith Default,,,resolved,,,,,,Caught Mob Frost_Wraith Default
4070,Caught Mob Draugr_Reaver Default,3d_model,high (exact),,,,,,Caught Mob Draugr_Reaver Default,,,resolved,,,,,,Caught Mob Draugr_Reaver Default
4071,Caught Mob Stalker Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4072,Caught Mob Stalker Crimson,texture,low,,,,,,,caught_fish,crimson_trapdoor,special,,,,,,
4073,Caught Mob Stalker Frost,texture,low,,,,,,,caught_frost_golem_default,caught_frost_skeleton_default,special,,,,,,
4074,Caught Mob Stalker Void,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4075,Caught Mob Crone Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4076,Caught Mob Iron_Guardian Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4077,Caught Mob Gold_Guardian Default,texture,low,,,,,,,caught_gold_watermelon_stag_default,caught_bear_default,special,,,,,,
4078,Caught Mob Diamond_Guardian Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4079,Caught Mob Moonstone_Guardian Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4080,Caught Mob NPC Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4081,Caught Mob NPC Emma,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4082,Caught Mob NPC Leo,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4083,Caught Mob NPC Isabel,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4084,Caught Mob NPC Sanjay,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4085,Caught Mob NPC Imara,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4086,Caught Mob NPC Enoch,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4087,Caught Mob NPC Sara,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4088,Caught Mob NPC Carmen,texture,low,,,,,,,caught_fish,Mob Slayer,special,,,,,,
4089,Caught Mob 67 Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4090,Caught Mob Bobino_Musculino Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4091,Caught Mob Capitano_Explovissimo Default,texture,low,,,,,,,caught_bear_default,caught_camel_default,special,,,,,,
4092,Timed Spike Bomb,3d_model,high (exact),,,,,,Timed Spike Bomb,,,resolved,,,,,,Timed Spike Bomb
4096,Toxin Ball,3d_model,high (exact),,,,,,Toxin Ball,,,resolved,,,,,,Toxin Ball
4097,Aura XP Fragment,3d_model,high (exact),,,,,,Aura XP Fragment,,,resolved,,,,,,Aura XP Fragment
4098,Aura XP Orb,3d_model,high (exact),,,,,,Aura XP Orb,,,resolved,,,,,,Aura XP Orb
4099,Aura XP Potion,3d_model,high (exact),,,,,,Aura XP Potion,,,resolved,,,,,,Aura XP Potion
4100,Aura XP Potion II,3d_model,high (exact),,,,,,Aura XP Potion II,,,resolved,,,,,,Aura XP Potion II
4101,Splash Aura XP Potion,3d_model,high (exact),,,,,,Splash Aura XP Potion,,,resolved,,,,,,Splash Aura XP Potion
4102,Splash Aura XP Potion II,3d_model,high (exact),,,,,,Splash Aura XP Potion II,,,resolved,,,,,,Splash Aura XP Potion II
4103,Arrow of Aura XP,3d_model,high (exact),,,,,,Arrow of Aura XP,,,resolved,,,,,,Arrow of Aura XP
4104,Firecracker,3d_model,high (exact),,,,,,Firecracker,,,resolved,,,,,,Firecracker
4105,Rainbow Firecracker,3d_model,high (exact),,,,,,Rainbow Firecracker,,,resolved,,,,,,Rainbow Firecracker
4106,Yellow Firecracker,3d_model,high (exact),,,,,,Yellow Firecracker,,,resolved,,,,,,Yellow Firecracker
4107,White Firecracker,3d_model,high (exact),,,,,,White Firecracker,,,resolved,,,,,,White Firecracker
4108,Red Firecracker,3d_model,high (exact),,,,,,Red Firecracker,,,resolved,,,,,,Red Firecracker
4109,Purple Firecracker,3d_model,high (exact),,,,,,Purple Firecracker,,,resolved,,,,,,Purple Firecracker
4110,Pink Firecracker,3d_model,high (exact),,,,,,Pink Firecracker,,,resolved,,,,,,Pink Firecracker
4111,Orange Firecracker,3d_model,high (exact),,,,,,Orange Firecracker,,,resolved,,,,,,Orange Firecracker
4112,Magenta Firecracker,3d_model,high (exact),,,,,,Magenta Firecracker,,,resolved,,,,,,Magenta Firecracker
4113,Lime Firecracker,3d_model,high (exact),,,,,,Lime Firecracker,,,resolved,,,,,,Lime Firecracker
4114,Light Gray Firecracker,3d_model,high (exact),,,,,,Light Gray Firecracker,,,resolved,,,,,,Light Gray Firecracker
4115,Light Blue Firecracker,3d_model,high (exact),,,,,,Light Blue Firecracker,,,resolved,,,,,,Light Blue Firecracker
4116,Green Firecracker,3d_model,high (exact),,,,,,Green Firecracker,,,resolved,,,,,,Green Firecracker
4117,Gray Firecracker,3d_model,high (exact),,,,,,Gray Firecracker,,,resolved,,,,,,Gray Firecracker
4118,Cyan Firecracker,3d_model,high (exact),,,,,,Cyan Firecracker,,,resolved,,,,,,Cyan Firecracker
4119,Brown Firecracker,3d_model,high (exact),,,,,,Brown Firecracker,,,resolved,,,,,,Brown Firecracker
4120,Blue Firecracker,3d_model,high (exact),,,,,,Blue Firecracker,,,resolved,,,,,,Blue Firecracker
4121,Black Firecracker,3d_model,high (exact),,,,,,Black Firecracker,,,resolved,,,,,,Black Firecracker
4122,Firecracker Pebble,3d_model,high (exact),,,,,,Firecracker Pebble,,,resolved,,,,,,Firecracker Pebble
4123,Rainbow Firecracker Pebble,3d_model,high (exact),,,,,,Rainbow Firecracker Pebble,,,resolved,,,,,,Rainbow Firecracker Pebble
4124,Yellow Firecracker Pebble,3d_model,high (exact),,,,,,Yellow Firecracker Pebble,,,resolved,,,,,,Yellow Firecracker Pebble
4125,White Firecracker Pebble,3d_model,high (exact),,,,,,White Firecracker Pebble,,,resolved,,,,,,White Firecracker Pebble
4126,Red Firecracker Pebble,3d_model,high (exact),,,,,,Red Firecracker Pebble,,,resolved,,,,,,Red Firecracker Pebble
4127,Purple Firecracker Pebble,3d_model,high (exact),,,,,,Purple Firecracker Pebble,,,resolved,,,,,,Purple Firecracker Pebble
4128,Pink Firecracker Pebble,3d_model,high (exact),,,,,,Pink Firecracker Pebble,,,resolved,,,,,,Pink Firecracker Pebble
4129,Orange Firecracker Pebble,3d_model,high (exact),,,,,,Orange Firecracker Pebble,,,resolved,,,,,,Orange Firecracker Pebble
4130,Magenta Firecracker Pebble,3d_model,high (exact),,,,,,Magenta Firecracker Pebble,,,resolved,,,,,,Magenta Firecracker Pebble
4131,Lime Firecracker Pebble,3d_model,high (exact),,,,,,Lime Firecracker Pebble,,,resolved,,,,,,Lime Firecracker Pebble
4132,Light Gray Firecracker Pebble,3d_model,high (exact),,,,,,Light Gray Firecracker Pebble,,,resolved,,,,,,Light Gray Firecracker Pebble
4133,Light Blue Firecracker Pebble,3d_model,high (exact),,,,,,Light Blue Firecracker Pebble,,,resolved,,,,,,Light Blue Firecracker Pebble
4134,Green Firecracker Pebble,3d_model,high (exact),,,,,,Green Firecracker Pebble,,,resolved,,,,,,Green Firecracker Pebble
4135,Gray Firecracker Pebble,3d_model,high (exact),,,,,,Gray Firecracker Pebble,,,resolved,,,,,,Gray Firecracker Pebble
4136,Cyan Firecracker Pebble,3d_model,high (exact),,,,,,Cyan Firecracker Pebble,,,resolved,,,,,,Cyan Firecracker Pebble
4137,Brown Firecracker Pebble,3d_model,high (exact),,,,,,Brown Firecracker Pebble,,,resolved,,,,,,Brown Firecracker Pebble
4138,Blue Firecracker Pebble,3d_model,high (exact),,,,,,Blue Firecracker Pebble,,,resolved,,,,,,Blue Firecracker Pebble
4139,Black Firecracker Pebble,3d_model,high (exact),,,,,,Black Firecracker Pebble,,,resolved,,,,,,Black Firecracker Pebble
4140,WorldBuilder Wand,3d_model,high (exact),,,,,,WorldBuilder Wand,,,resolved,,,,,,WorldBuilder Wand
4141,Red Strongfish,3d_model,high (exact),,,,,,Red Strongfish,,,resolved,,,,,,Red Strongfish
4142,Green Strongfish,3d_model,high (exact),,,,,,Green Strongfish,,,resolved,,,,,,Green Strongfish
4143,Moon Strongfish,3d_model,high (exact),,,,,,Moon Strongfish,,,resolved,,,,,,Moon Strongfish
4144,Wheatfish,3d_model,high (exact),,,,,,Wheatfish,,,resolved,,,,,,Wheatfish
4145,Moonfish,3d_model,high (exact),,,,,,Moonfish,,,resolved,,,,,,Moonfish
4146,Bombfish,3d_model,high (exact),,,,,,Bombfish,,,resolved,,,,,,Bombfish
4147,Boomerang Fish,3d_model,high (exact),,,,,,Boomerang Fish,,,resolved,,,,,,Boomerang Fish
4148,Root Flounder,3d_model,high (exact),,,,,,Root Flounder,,,resolved,,,,,,Root Flounder
4149,Abyss Carp,3d_model,high (exact),,,,,,Abyss Carp,,,resolved,,,,,,Abyss Carp
4150,Boulder Bass,3d_model,high (exact),,,,,,Boulder Bass,,,resolved,,,,,,Boulder Bass
4151,Barnaclejaw,3d_model,high (exact),,,,,,Barnaclejaw,,,resolved,,,,,,Barnaclejaw
4152,Crystalized Wheatfish,3d_model,high (exact),,,,,,Crystalized Wheatfish,,,resolved,,,,,,Crystalized Wheatfish
4153,Darter,3d_model,high (exact),,,,,,Darter,,,resolved,,,,,,Darter
4154,Shadow Darter,3d_model,high (exact),,,,,,Shadow Darter,,,resolved,,,,,,Shadow Darter
4155,Electric Eel,3d_model,high (exact),,,,,,Electric Eel,,,resolved,,,,,,Electric Eel
4156,Grass Snapper,3d_model,high (exact),,,,,,Grass Snapper,,,resolved,,,,,,Grass Snapper
4157,Jungle Spinefish,3d_model,high (exact),,,,,,Jungle Spinefish,,,resolved,,,,,,Jungle Spinefish
4158,Mangler Catfish,3d_model,high (exact),,,,,,Mangler Catfish,,,resolved,,,,,,Mangler Catfish
4159,Mossback Arapaima,3d_model,high (exact),,,,,,Mossback Arapaima,,,resolved,,,,,,Mossback Arapaima
4160,Sandbelly Piranha,3d_model,high (exact),,,,,,Sandbelly Piranha,,,resolved,,,,,,Sandbelly Piranha
4161,Shadeback Ray,3d_model,high (exact),,,,,,Shadeback Ray,,,resolved,,,,,,Shadeback Ray
4162,Mudbelly Tilapia,3d_model,high (exact),,,,,,Mudbelly Tilapia,,,resolved,,,,,,Mudbelly Tilapia
4163,Mireback Carp,3d_model,high (exact),,,,,,Mireback Carp,,,resolved,,,,,,Mireback Carp
4164,Rotslab Eel,3d_model,high (exact),,,,,,Rotslab Eel,,,resolved,,,,,,Rotslab Eel
4165,Aether Minnow,3d_model,high (exact),,,,,,Aether Minnow,,,resolved,,,,,,Aether Minnow
4166,Murkborne Ray,3d_model,high (exact),,,,,,Murkborne Ray,,,resolved,,,,,,Murkborne Ray
4167,Eldertide Leviathan,3d_model,high (exact),,,,,,Eldertide Leviathan,,,resolved,,,,,,Eldertide Leviathan
4168,Oarfish,3d_model,high (exact),,,,,,Oarfish,,,resolved,,,,,,Oarfish
4169,Alpha Moon Strongfish,3d_model,high (exact),,,,,,Alpha Moon Strongfish,,,resolved,,,,,,Alpha Moon Strongfish
4170,Bamboo Catfish,3d_model,high (exact),,,,,,Bamboo Catfish,,,resolved,,,,,,Bamboo Catfish
4171,Blackwater Bream,3d_model,high (exact),,,,,,Blackwater Bream,,,resolved,,,,,,Blackwater Bream
4172,Blackwater Leviathan,3d_model,high (exact),,,,,,Blackwater Leviathan,,,resolved,,,,,,Blackwater Leviathan
4173,Boned Sturgeon,3d_model,high (exact),,,,,,Boned Sturgeon,,,resolved,,,,,,Boned Sturgeon
4174,Bull Shark,3d_model,high (exact),,,,,,Bull Shark,,,resolved,,,,,,Bull Shark
4175,Channel Sawfish,3d_model,high (exact),,,,,,Channel Sawfish,,,resolved,,,,,,Channel Sawfish
4176,Coastal Mullet,3d_model,high (exact),,,,,,Coastal Mullet,,,resolved,,,,,,Coastal Mullet
4177,Coelacanth,3d_model,high (exact),,,,,,Coelacanth,,,resolved,,,,,,Coelacanth
4178,Driftwood Catfish,3d_model,high (exact),,,,,,Driftwood Catfish,,,resolved,,,,,,Driftwood Catfish
4179,Eagle Ray,3d_model,high (exact),,,,,,Eagle Ray,,,resolved,,,,,,Eagle Ray
4180,Giant Grouper,3d_model,high (exact),,,,,,Giant Grouper,,,resolved,,,,,,Giant Grouper
4181,Giant Moray,3d_model,high (exact),,,,,,Giant Moray,,,resolved,,,,,,Giant Moray
4182,Giant Stingray,3d_model,high (exact),,,,,,Giant Stingray,,,resolved,,,,,,Giant Stingray
4183,Golden Mahseer,3d_model,high (exact),,,,,,Golden Mahseer,,,resolved,,,,,,Golden Mahseer
4184,Greenfin Loach,3d_model,high (exact),,,,,,Greenfin Loach,,,resolved,,,,,,Greenfin Loach
4185,Mangrove Herring,3d_model,high (exact),,,,,,Mangrove Herring,,,resolved,,,,,,Mangrove Herring
4186,Moonlit Boomerang Fish,3d_model,high (exact),,,,,,Moonlit Boomerang Fish,,,resolved,,,,,,Moonlit Boomerang Fish
4187,Moonstone Pupfish,3d_model,high (exact),,,,,,Moonstone Pupfish,,,resolved,,,,,,Moonstone Pupfish
4188,Mudline Perch,3d_model,high (exact),,,,,,Mudline Perch,,,resolved,,,,,,Mudline Perch
4189,Murk Stingray,3d_model,high (exact),,,,,,Murk Stingray,,,resolved,,,,,,Murk Stingray
4190,Needlefish,3d_model,high (exact),,,,,,Needlefish,,,resolved,,,,,,Needlefish
4191,Nomai Moray,3d_model,high (exact),,,,,,Nomai Moray,,,resolved,,,,,,Nomai Moray
4192,Pearlescent Moonfish,3d_model,high (exact),,,,,,Pearlescent Moonfish,,,resolved,,,,,,Pearlescent Moonfish
4193,Rainbow Guppy,3d_model,high (exact),,,,,,Rainbow Guppy,,,resolved,,,,,,Rainbow Guppy
4194,Red Snapper,3d_model,high (exact),,,,,,Red Snapper,,,resolved,,,,,,Red Snapper
4195,Reedglass Minnow,3d_model,high (exact),,,,,,Reedglass Minnow,,,resolved,,,,,,Reedglass Minnow
4196,Reef Sardine,3d_model,high (exact),,,,,,Reef Sardine,,,resolved,,,,,,Reef Sardine
4197,Root Perch,3d_model,high (exact),,,,,,Root Perch,,,resolved,,,,,,Root Perch
4198,Rust Scad,3d_model,high (exact),,,,,,Rust Scad,,,resolved,,,,,,Rust Scad
4199,Seahorse,3d_model,high (exact),,,,,,Seahorse,,,resolved,,,,,,Seahorse
4200,Snakehead,3d_model,high (exact),,,,,,Snakehead,,,resolved,,,,,,Snakehead
4201,Spined Stickleback,3d_model,high (exact),,,,,,Spined Stickleback,,,resolved,,,,,,Spined Stickleback
4202,Stone Grouper,3d_model,high (exact),,,,,,Stone Grouper,,,resolved,,,,,,Stone Grouper
4203,Sumpback Carp,3d_model,high (exact),,,,,,Sumpback Carp,,,resolved,,,,,,Sumpback Carp
4204,Sunset Minnow,3d_model,high (exact),,,,,,Sunset Minnow,,,resolved,,,,,,Sunset Minnow
4205,Tarpon,3d_model,high (exact),,,,,,Tarpon,,,resolved,,,,,,Tarpon
4206,Threadfin Bream,3d_model,high (exact),,,,,,Threadfin Bream,,,resolved,,,,,,Threadfin Bream
4207,Tri-Pointed Needlefish,3d_model,high (exact),,,,,,Tri-Pointed Needlefish,,,resolved,,,,,,Tri-Pointed Needlefish
4208,Game Dev Fish,3d_model,high (exact),,,,,,Game Dev Fish,,,resolved,,,,,,Game Dev Fish
